node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
TOC-A1,Traes_1AL_0C41C44B1.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_1AL_0C41C44B1.1,0,0,0,0,0.047,0,0,0.503,0.506
TOC-A1,Traes_1AL_2F1278623.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_1AL_2F1278623.1,0,0,0,0,0.851,0,0,0,0.851
TOC-A1,Traes_1BL_A7A6C5DB1.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_1BL_A7A6C5DB1.1,0,0,0,0,0.047,0,0,0.503,0.506
TOC-A1,TOE1-B1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_1BS_E68807072.2,0,0,0,0,0.05,0.073,0,0.412,0.436
TOC-A1,Traes_1DL_37EA23493.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_1DL_37EA23493.1,0,0,0,0,0.047,0,0,0.503,0.506
TOC-A1,Traes_1DL_F23E9DAA9.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_1DL_F23E9DAA9.1,0,0,0,0,0.851,0,0,0,0.851
TOC-A1,Traes_1DS_2BB06F54C.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_1DS_2BB06F54C.1,0,0,0,0,0.05,0.073,0,0.412,0.436
TOC-A1,Traes_2AL_892B4448E.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_2AL_892B4448E.2,0,0,0,0,0.058,0.831,0,0.654,0.94
TOC-A1,Traes_2BL_3041037F1.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_2BL_3041037F1.1,0,0,0,0,0.052,0.071,0,0.585,0.602
TOC-A1,Traes_2BL_FE46FC938.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_2BL_FE46FC938.1,0,0,0,0,0,0.076,0,0.62,0.633
TOC-A1,Traes_2DL_31EED5C94.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_2DL_31EED5C94.1,0,0,0,0,0.052,0.071,0,0.585,0.602
TOC-A1,Traes_2DL_A84C58DC2.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_2DL_A84C58DC2.1,0,0,0,0,0.058,0.831,0,0.654,0.94
TOC-A1,Traes_3B_910AC7944.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_3B_910AC7944.2,0,0,0,0,0,0.409,0.576,0.209,0.784
TOC-A1,Traes_3B_F227310FD.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_3B_F227310FD.1,0,0,0,0,0.851,0,0,0.899,0.984
TOC-A1,Traes_4BS_4BCA03A6C.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_4BS_4BCA03A6C.1,0,0,0,0.64,0.703,0,0,0.562,0.761
TOC-A1,Traes_4DS_A8B6C23C4.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_4DS_A8B6C23C4.1,0,0,0,0.633,0.703,0,0,0.562,0.762
TOC-A1,Traes_5AL_852A1474C.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_5AL_852A1474C.1,0,0,0,0.599,0.827,0.815,0,0.863,0.978
TOC-A1,Traes_5AL_85F3BE385.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_5AL_85F3BE385.2,0,0,0,0,0.058,0.831,0,0.654,0.94
TOC-A1,Traes_5BL_417551368.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.827,0.815,0,0.836,0.994
TOC-A1,bHLH39,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_5DL_026913547.1,0,0,0,0,0.058,0.831,0,0.654,0.94
TOC-A1,Traes_5DL_8CE2482E6.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0.593,0.827,0.815,0,0.863,0.978
TOC-A1,Traes_6BL_7E9C131F4.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0,0.071,0,0.571,0.584
TOC-A1,Traes_6BL_8E27002C6.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0.052,0.071,0,0.626,0.641
TOC-A1,Traes_6AL_FDD9C080B.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0.052,0.071,0,0.626,0.641
TOC-A1,Traes_7DL_1D415A4CF.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.052,0.071,0,0.697,0.709
TOC-A1,Traes_7BL_BA181D2AD.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.052,0.071,0,0.697,0.709
TOC-A1,Traes_7AL_665B92F4E.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.052,0.071,0,0.697,0.709
TOC-A1,Traes_7DS_9B463F375.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7DS_9B463F375.2,0,0,0,0.562,0.694,0,0,0.6,0.772
TOC-A1,Traes_7AS_B2DC3787B.1,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7AS_B2DC3787B.1,0,0,0,0.562,0.694,0,0,0.6,0.772
TOC-A1,Traes_7BS_39A9F4AEC.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.694,0,0,0.6,0.872
TOC-A1,Traes_7DL_310E46F15.3,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0.834,0,0.831,0.97
TOC-A1,Traes_7BL_998EC9F74.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0.834,0,0.831,0.97
TOC-A1,Traes_7AL_19F222799.2,4565.Traes_6AL_A0A31AA9F.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0.834,0,0.831,0.97
TOE1-B1,Traes_6BL_ED40C8806.1,4565.Traes_1BS_E68807072.2,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.05,0.073,0,0.412,0.436
TOE1-B1,Traes_6DL_C215BACFD.1,4565.Traes_1BS_E68807072.2,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.05,0.073,0,0.412,0.436
TOE1-B1,Traes_2AL_892B4448E.2,4565.Traes_1BS_E68807072.2,4565.Traes_2AL_892B4448E.2,0,0,0,0,0.049,0,0,0.711,0.713
TOE1-B1,Traes_2DL_A84C58DC2.1,4565.Traes_1BS_E68807072.2,4565.Traes_2DL_A84C58DC2.1,0,0,0,0,0.049,0,0,0.711,0.713
Traes_1AL_0C41C44B1.1,Traes_6BL_ED40C8806.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.047,0,0,0.503,0.506
Traes_1AL_0C41C44B1.1,Traes_6DL_C215BACFD.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.047,0,0,0.503,0.506
Traes_1AL_0C41C44B1.1,Traes_6BL_7E9C131F4.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0.286,0,0,0.341,0.509
Traes_1AL_0C41C44B1.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1AL_0C41C44B1.1,Traes_4DL_EE41726EA.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1AL_0C41C44B1.1,Traes_4BL_430501C10.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1AL_0C41C44B1.1,Traes_5DL_8CE2482E6.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1AL_0C41C44B1.1,Traes_5BL_417551368.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1AL_0C41C44B1.1,Traes_5AL_852A1474C.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1AL_0C41C44B1.1,Traes_2DL_31EED5C94.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_2DL_31EED5C94.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1AL_0C41C44B1.1,Traes_6AL_FDD9C080B.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1AL_0C41C44B1.1,Traes_6BL_8E27002C6.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1AL_0C41C44B1.1,Traes_2BL_3041037F1.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_2BL_3041037F1.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1AL_0C41C44B1.1,Traes_7BL_BA181D2AD.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1AL_0C41C44B1.1,Traes_7AL_665B92F4E.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1AL_0C41C44B1.1,Traes_7DL_1D415A4CF.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1AL_0C41C44B1.1,Traes_7BL_998EC9F74.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1AL_0C41C44B1.1,Traes_7AL_19F222799.2,4565.Traes_1AL_0C41C44B1.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1AL_0C41C44B1.1,Traes_7DL_310E46F15.3,4565.Traes_1AL_0C41C44B1.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1AL_0C41C44B1.1,Traes_2BL_047344CB6.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_2BL_047344CB6.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1AL_0C41C44B1.1,Traes_2DL_AE9C5933A.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_2DL_AE9C5933A.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1AL_0C41C44B1.1,Traes_2AL_5FF7D6940.1,4565.Traes_1AL_0C41C44B1.1,4565.Traes_2AL_5FF7D6940.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1AL_2F1278623.1,Traes_2AL_436D234EE.1,4565.Traes_1AL_2F1278623.1,4565.Traes_2AL_436D234EE.1,0,0,0,0,0.418,0,0,0,0.418
Traes_1AL_2F1278623.1,Traes_2BL_181C4AA28.1,4565.Traes_1AL_2F1278623.1,4565.Traes_2BL_181C4AA28.1,0,0,0,0,0.418,0,0,0,0.418
Traes_1AL_2F1278623.1,Traes_2DL_79449BF6D.2,4565.Traes_1AL_2F1278623.1,4565.Traes_2DL_79449BF6D.2,0,0,0,0,0.418,0,0,0,0.418
Traes_1AL_2F1278623.1,Traes_4DL_EE41726EA.1,4565.Traes_1AL_2F1278623.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.569,0,0,0,0.569
Traes_1AL_2F1278623.1,Traes_4BL_430501C10.2,4565.Traes_1AL_2F1278623.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.569,0,0,0,0.569
Traes_1AL_2F1278623.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_1AL_2F1278623.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.569,0,0,0,0.569
Traes_1AL_2F1278623.1,Traes_4BS_69348DCA4.1,4565.Traes_1AL_2F1278623.1,4565.Traes_4BS_69348DCA4.1,0,0,0,0,0.113,0,0,0.656,0.681
Traes_1AL_2F1278623.1,Traes_4AL_607DC5FB9.1,4565.Traes_1AL_2F1278623.1,4565.Traes_4AL_607DC5FB9.1,0,0,0,0,0.113,0,0,0.656,0.681
Traes_1AL_2F1278623.1,Traes_4BS_4BCA03A6C.1,4565.Traes_1AL_2F1278623.1,4565.Traes_4BS_4BCA03A6C.1,0,0,0,0,0.698,0,0,0,0.698
Traes_1AL_2F1278623.1,Traes_4DS_A8B6C23C4.1,4565.Traes_1AL_2F1278623.1,4565.Traes_4DS_A8B6C23C4.1,0,0,0,0,0.698,0,0,0,0.698
Traes_1AL_2F1278623.1,Traes_5AL_852A1474C.1,4565.Traes_1AL_2F1278623.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.821,0,0,0,0.821
Traes_1AL_2F1278623.1,Traes_5BL_417551368.2,4565.Traes_1AL_2F1278623.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.821,0,0,0,0.821
Traes_1AL_2F1278623.1,Traes_5DL_8CE2482E6.2,4565.Traes_1AL_2F1278623.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.821,0,0,0,0.821
Traes_1AL_2F1278623.1,Traes_6DL_C215BACFD.1,4565.Traes_1AL_2F1278623.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.851,0,0,0,0.851
Traes_1AL_2F1278623.1,Traes_6BL_ED40C8806.1,4565.Traes_1AL_2F1278623.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.851,0,0,0,0.851
Traes_1AL_2F1278623.1,Traes_1BL_A7A6C5DB1.1,4565.Traes_1AL_2F1278623.1,4565.Traes_1BL_A7A6C5DB1.1,0,0,0.333,0,0,0,0,0.832,0.883
Traes_1BL_A7A6C5DB1.1,Traes_6BL_ED40C8806.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.047,0,0,0.503,0.506
Traes_1BL_A7A6C5DB1.1,Traes_6DL_C215BACFD.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.047,0,0,0.503,0.506
Traes_1BL_A7A6C5DB1.1,Traes_6BL_7E9C131F4.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0.286,0,0,0.341,0.509
Traes_1BL_A7A6C5DB1.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1BL_A7A6C5DB1.1,Traes_4BL_430501C10.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1BL_A7A6C5DB1.1,Traes_4DL_EE41726EA.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1BL_A7A6C5DB1.1,Traes_5DL_8CE2482E6.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1BL_A7A6C5DB1.1,Traes_5BL_417551368.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1BL_A7A6C5DB1.1,Traes_5AL_852A1474C.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1BL_A7A6C5DB1.1,Traes_2DL_31EED5C94.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_2DL_31EED5C94.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1BL_A7A6C5DB1.1,Traes_6BL_8E27002C6.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1BL_A7A6C5DB1.1,Traes_6AL_FDD9C080B.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1BL_A7A6C5DB1.1,Traes_2BL_3041037F1.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_2BL_3041037F1.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1BL_A7A6C5DB1.1,Traes_7BL_BA181D2AD.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1BL_A7A6C5DB1.1,Traes_7AL_665B92F4E.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1BL_A7A6C5DB1.1,Traes_7DL_1D415A4CF.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1BL_A7A6C5DB1.1,Traes_7BL_998EC9F74.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1BL_A7A6C5DB1.1,Traes_7AL_19F222799.2,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1BL_A7A6C5DB1.1,Traes_7DL_310E46F15.3,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1BL_A7A6C5DB1.1,Traes_2BL_047344CB6.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_2BL_047344CB6.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1BL_A7A6C5DB1.1,Traes_2DL_AE9C5933A.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_2DL_AE9C5933A.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1BL_A7A6C5DB1.1,Traes_2AL_5FF7D6940.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_2AL_5FF7D6940.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1BL_A7A6C5DB1.1,Traes_1DL_F23E9DAA9.1,4565.Traes_1BL_A7A6C5DB1.1,4565.Traes_1DL_F23E9DAA9.1,0,0,0.333,0,0,0,0,0.832,0.883
Traes_1DL_37EA23493.1,Traes_6DL_C215BACFD.1,4565.Traes_1DL_37EA23493.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.047,0,0,0.503,0.506
Traes_1DL_37EA23493.1,Traes_6BL_ED40C8806.1,4565.Traes_1DL_37EA23493.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.047,0,0,0.503,0.506
Traes_1DL_37EA23493.1,Traes_6BL_7E9C131F4.2,4565.Traes_1DL_37EA23493.1,4565.Traes_6BL_7E9C131F4.2,0,0,0,0,0.286,0,0,0.341,0.509
Traes_1DL_37EA23493.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_1DL_37EA23493.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1DL_37EA23493.1,Traes_4BL_430501C10.2,4565.Traes_1DL_37EA23493.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1DL_37EA23493.1,Traes_4DL_EE41726EA.1,4565.Traes_1DL_37EA23493.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.047,0,0,0.601,0.603
Traes_1DL_37EA23493.1,Traes_5BL_417551368.2,4565.Traes_1DL_37EA23493.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1DL_37EA23493.1,Traes_5AL_852A1474C.1,4565.Traes_1DL_37EA23493.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1DL_37EA23493.1,Traes_5DL_8CE2482E6.2,4565.Traes_1DL_37EA23493.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.3,0,0,0.581,0.694
Traes_1DL_37EA23493.1,Traes_6BL_8E27002C6.2,4565.Traes_1DL_37EA23493.1,4565.Traes_6BL_8E27002C6.2,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1DL_37EA23493.1,Traes_6AL_FDD9C080B.1,4565.Traes_1DL_37EA23493.1,4565.Traes_6AL_FDD9C080B.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1DL_37EA23493.1,Traes_2BL_3041037F1.1,4565.Traes_1DL_37EA23493.1,4565.Traes_2BL_3041037F1.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1DL_37EA23493.1,Traes_2DL_31EED5C94.1,4565.Traes_1DL_37EA23493.1,4565.Traes_2DL_31EED5C94.1,0,0,0,0,0.11,0,0,0.689,0.711
Traes_1DL_37EA23493.1,Traes_7DL_1D415A4CF.2,4565.Traes_1DL_37EA23493.1,4565.Traes_7DL_1D415A4CF.2,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1DL_37EA23493.1,Traes_7BL_BA181D2AD.2,4565.Traes_1DL_37EA23493.1,4565.Traes_7BL_BA181D2AD.2,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1DL_37EA23493.1,Traes_7AL_665B92F4E.1,4565.Traes_1DL_37EA23493.1,4565.Traes_7AL_665B92F4E.1,0,0,0,0,0.151,0,0,0.689,0.724
Traes_1DL_37EA23493.1,Traes_7DL_310E46F15.3,4565.Traes_1DL_37EA23493.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1DL_37EA23493.1,Traes_7BL_998EC9F74.2,4565.Traes_1DL_37EA23493.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1DL_37EA23493.1,Traes_7AL_19F222799.2,4565.Traes_1DL_37EA23493.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.698,0,0,0.341,0.792
Traes_1DL_37EA23493.1,Traes_2AL_5FF7D6940.1,4565.Traes_1DL_37EA23493.1,4565.Traes_2AL_5FF7D6940.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1DL_37EA23493.1,Traes_2BL_047344CB6.1,4565.Traes_1DL_37EA23493.1,4565.Traes_2BL_047344CB6.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1DL_37EA23493.1,Traes_2DL_AE9C5933A.1,4565.Traes_1DL_37EA23493.1,4565.Traes_2DL_AE9C5933A.1,0.066,0,0,0,0.851,0,0,0.172,0.874
Traes_1DL_F23E9DAA9.1,Traes_2DL_79449BF6D.2,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_2DL_79449BF6D.2,0,0,0,0,0.418,0,0,0,0.418
Traes_1DL_F23E9DAA9.1,Traes_2BL_181C4AA28.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_2BL_181C4AA28.1,0,0,0,0,0.418,0,0,0,0.418
Traes_1DL_F23E9DAA9.1,Traes_2AL_436D234EE.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_2AL_436D234EE.1,0,0,0,0,0.418,0,0,0,0.418
Traes_1DL_F23E9DAA9.1,Traes_4BL_430501C10.2,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.569,0,0,0,0.569
Traes_1DL_F23E9DAA9.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.569,0,0,0,0.569
Traes_1DL_F23E9DAA9.1,Traes_4DL_EE41726EA.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.569,0,0,0,0.569
Traes_1DL_F23E9DAA9.1,Traes_4AL_607DC5FB9.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_4AL_607DC5FB9.1,0,0,0,0,0.113,0,0,0.656,0.681
Traes_1DL_F23E9DAA9.1,Traes_4BS_69348DCA4.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_4BS_69348DCA4.1,0,0,0,0,0.113,0,0,0.656,0.681
Traes_1DL_F23E9DAA9.1,Traes_4DS_A8B6C23C4.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_4DS_A8B6C23C4.1,0,0,0,0,0.698,0,0,0,0.698
Traes_1DL_F23E9DAA9.1,Traes_4BS_4BCA03A6C.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_4BS_4BCA03A6C.1,0,0,0,0,0.698,0,0,0,0.698
Traes_1DL_F23E9DAA9.1,Traes_5DL_8CE2482E6.2,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.821,0,0,0,0.821
Traes_1DL_F23E9DAA9.1,Traes_5AL_852A1474C.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.821,0,0,0,0.821
Traes_1DL_F23E9DAA9.1,Traes_5BL_417551368.2,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.821,0,0,0,0.821
Traes_1DL_F23E9DAA9.1,Traes_6BL_ED40C8806.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.851,0,0,0,0.851
Traes_1DL_F23E9DAA9.1,Traes_6DL_C215BACFD.1,4565.Traes_1DL_F23E9DAA9.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.851,0,0,0,0.851
Traes_1DS_2BB06F54C.1,Traes_6DL_C215BACFD.1,4565.Traes_1DS_2BB06F54C.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.05,0.073,0,0.412,0.436
Traes_1DS_2BB06F54C.1,Traes_6BL_ED40C8806.1,4565.Traes_1DS_2BB06F54C.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.05,0.073,0,0.412,0.436
Traes_1DS_2BB06F54C.1,Traes_2DL_A84C58DC2.1,4565.Traes_1DS_2BB06F54C.1,4565.Traes_2DL_A84C58DC2.1,0,0,0,0,0.049,0,0,0.711,0.713
Traes_1DS_2BB06F54C.1,Traes_2AL_892B4448E.2,4565.Traes_1DS_2BB06F54C.1,4565.Traes_2AL_892B4448E.2,0,0,0,0,0.049,0,0,0.711,0.713
Traes_2AL_0E3F538E0.1,Traes_3B_F227310FD.1,4565.Traes_2AL_0E3F538E0.1,4565.Traes_3B_F227310FD.1,0,0,0,0,0.049,0,0,0.411,0.415
Traes_2AL_0E3F538E0.1,Traes_5BL_417551368.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_5BL_417551368.2,0,0,0,0,0,0,0,0.464,0.463
Traes_2AL_0E3F538E0.1,Traes_7BS_39A9F4AEC.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0,0,0,0.463,0.463
Traes_2AL_0E3F538E0.1,Traes_2BS_2CA9DB5DE.2,4565.Traes_2AL_0E3F538E0.1,4565.Traes_2BS_2CA9DB5DE.2,0,0,0,0,0.051,0,0,0.473,0.478
