node1,node2,node1_string_id,node2_string_id,neighborhood_on_chromosome,gene_fusion,phylogenetic_cooccurrence,homology,coexpression,experimentally_determined_interaction,database_annotated,automated_textmining,combined_score
Traes_2BS_2CA9DB5DE.2,Traes_7AS_B2DC3787B.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7AS_B2DC3787B.1,0,0,0,0,0.166,0,0,0.583,0.637
Traes_2BS_2CA9DB5DE.2,Traes_7DS_9B463F375.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7DS_9B463F375.2,0,0,0,0,0.166,0,0,0.583,0.637
Traes_2BS_2CA9DB5DE.2,Traes_7BS_39A9F4AEC.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7BS_39A9F4AEC.2,0,0,0,0,0.166,0,0,0.583,0.637
Traes_2BS_2CA9DB5DE.2,Traes_3B_910AC7944.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_3B_910AC7944.2,0,0,0,0,0,0.409,0.576,0.209,0.784
Traes_2BS_2CA9DB5DE.2,bHLH39,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_5DL_026913547.1,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_2BS_2CA9DB5DE.2,Traes_2DL_A84C58DC2.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_2DL_A84C58DC2.1,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_2BS_2CA9DB5DE.2,Traes_5AL_85F3BE385.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_5AL_85F3BE385.2,0,0,0,0,0.119,0.714,0,0.395,0.834
Traes_2BS_2CA9DB5DE.2,Traes_7DL_310E46F15.3,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7DL_310E46F15.3,0,0,0,0,0,0.742,0,0.714,0.923
Traes_2BS_2CA9DB5DE.2,Traes_7AL_19F222799.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7AL_19F222799.2,0,0,0,0,0,0.742,0,0.714,0.923
Traes_2BS_2CA9DB5DE.2,Traes_7BL_998EC9F74.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0,0.742,0,0.714,0.923
Traes_2BS_2CA9DB5DE.2,Traes_5AL_852A1474C.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_5AL_852A1474C.1,0,0,0,0.615,0.434,0.857,0,0.743,0.939
Traes_2BS_2CA9DB5DE.2,Traes_5DL_8CE2482E6.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_5DL_8CE2482E6.2,0,0,0,0.615,0.434,0.857,0,0.743,0.939
Traes_2BS_2CA9DB5DE.2,Traes_3B_F227310FD.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_3B_F227310FD.1,0,0,0,0,0.667,0,0,0.828,0.94
Traes_2BS_2CA9DB5DE.2,Traes_5BL_417551368.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_5BL_417551368.2,0,0,0,0,0.434,0.857,0,0.743,0.977
Traes_2BS_2CA9DB5DE.2,Traes_4BL_430501C10.2,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_4BL_430501C10.2,0,0,0,0.934,0.699,0,0.944,0.748,0.983
Traes_2BS_2CA9DB5DE.2,Traes_4DL_EE41726EA.1,4565.Traes_2BS_2CA9DB5DE.2,4565.Traes_4DL_EE41726EA.1,0,0,0,0.933,0.699,0,0.944,0.748,0.983
Traes_2BS_6859C24E5.1,Traes_2DL_AE9C5933A.1,4565.Traes_2BS_6859C24E5.1,4565.Traes_2DL_AE9C5933A.1,0,0,0,0,0.472,0,0,0,0.472
Traes_2BS_6859C24E5.1,Traes_5BL_417551368.2,4565.Traes_2BS_6859C24E5.1,4565.Traes_5BL_417551368.2,0,0,0,0,0.439,0.062,0,0.318,0.609
Traes_2BS_6859C24E5.1,Traes_5DL_8CE2482E6.2,4565.Traes_2BS_6859C24E5.1,4565.Traes_5DL_8CE2482E6.2,0,0,0,0,0.439,0.062,0,0.318,0.609
Traes_2BS_6859C24E5.1,Traes_5AL_852A1474C.1,4565.Traes_2BS_6859C24E5.1,4565.Traes_5AL_852A1474C.1,0,0,0,0,0.439,0.062,0,0.318,0.609
Traes_2BS_6859C24E5.1,Traes_7BL_998EC9F74.2,4565.Traes_2BS_6859C24E5.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0,0.449,0,0,0.329,0.614
Traes_2BS_6859C24E5.1,Traes_7AL_19F222799.2,4565.Traes_2BS_6859C24E5.1,4565.Traes_7AL_19F222799.2,0,0,0,0,0.449,0,0,0.329,0.614
Traes_2BS_6859C24E5.1,Traes_7DL_310E46F15.3,4565.Traes_2BS_6859C24E5.1,4565.Traes_7DL_310E46F15.3,0,0,0,0,0.449,0,0,0.329,0.614
Traes_2BS_6859C24E5.1,Traes_4BL_097D9E8A8.1,4565.Traes_2BS_6859C24E5.1,4565.Traes_4BL_097D9E8A8.1,0,0,0,0.782,0.824,0.712,0,0,0.947
Traes_2BS_6859C24E5.1,Traes_4DL_CFA19981D.2,4565.Traes_2BS_6859C24E5.1,4565.Traes_4DL_CFA19981D.2,0,0,0,0.785,0.824,0.712,0,0,0.947
Traes_2DL_31EED5C94.1,Traes_3B_F227310FD.1,4565.Traes_2DL_31EED5C94.1,4565.Traes_3B_F227310FD.1,0,0,0,0,0,0,0,0.464,0.463
Traes_2DL_31EED5C94.1,Traes_4BL_430501C10.2,4565.Traes_2DL_31EED5C94.1,4565.Traes_4BL_430501C10.2,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2DL_31EED5C94.1,Traes_4DL_EE41726EA.1,4565.Traes_2DL_31EED5C94.1,4565.Traes_4DL_EE41726EA.1,0,0,0,0,0.099,0.071,0,0.503,0.547
Traes_2DL_31EED5C94.1,Traes_7DL_310E46F15.3,4565.Traes_2DL_31EED5C94.1,4565.Traes_7DL_310E46F15.3,0,0,0,0.698,0.439,0,0,0.749,0.564
Traes_2DL_31EED5C94.1,Traes_7BL_998EC9F74.2,4565.Traes_2DL_31EED5C94.1,4565.Traes_7BL_998EC9F74.2,0,0,0,0.697,0.439,0,0,0.749,0.564
Traes_2DL_31EED5C94.1,Traes_7AL_19F222799.2,4565.Traes_2DL_31EED5C94.1,4565.Traes_7AL_19F222799.2,0,0,0,0.697,0.439,0,0,0.749,0.564
Traes_2DL_31EED5C94.1,Traes_6DL_C215BACFD.1,4565.Traes_2DL_31EED5C94.1,4565.Traes_6DL_C215BACFD.1,0,0,0,0,0.052,0.071,0,0.585,0.602
Traes_2DL_31EED5C94.1,Traes_6BL_ED40C8806.1,4565.Traes_2DL_31EED5C94.1,4565.Traes_6BL_ED40C8806.1,0,0,0,0,0.052,0.071,0,0.585,0.602
Traes_2DL_31EED5C94.1,Traes_3B_AD433AE06.2,4565.Traes_2DL_31EED5C94.1,4565.Traes_3B_AD433AE06.2,0,0,0,0,0.702,0,0,0.068,0.71
Traes_2DL_31EED5C94.1,Traes_3DS_29943C262.1,4565.Traes_2DL_31EED5C94.1,4565.Traes_3DS_29943C262.1,0,0,0,0,0.702,0,0,0.068,0.71
